"","Month","Year","Type","Country","Activity","Gender","Injury","Time"
"437","June",2013,"Unprovoked","TAIWAN","Fishing","M","Injured","1420"
"439","June",2013,"Unprovoked","USA","Fishing","M","No Injury","1420"
"440","June",2013,"Unprovoked","USA","Swimming","M","Injured","1420"
"441","June",2013,"Unprovoked","USA","Swimming","M","Injured","1400"
"442","June",2013,"Unprovoked","USA","Swimming","M","Injured","0630"
"443","June",2013,"Unprovoked","USA","Swimming","M","Injured","2015"
"444","June",2013,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","2015"
"445","June",2013,"Unprovoked","USA","Surfing","F","Injured","1715"
"446","June",2013,"Unprovoked","USA","Surfing","F","Injured","1715"
"447","June",2013,"Provoked","USA","Fishing","M","Injured","1100"
"448","June",2013,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","2000"
"449","May",2013,"Unprovoked","USA","Diving","M","Injured","1400"
"450","May",2013,"Unprovoked","USA","Swimming","M","Injured","1400"
"452","May",2013,"Provoked","PALESTINIAN TERRITORIES","Fishing","M","Injured","0700"
"453","May",2013,"Unprovoked","ECUADOR","Surfing","M","Injured","0700"
"454","May",2013,"Unprovoked","USA","Surfing","M","Fatal","0700"
"455","May",2013,"Unprovoked","REUNION","Surfing","M","Fatal","0700"
"456","May",2013,"Unprovoked","USA","Surfing","M","Injured","0700"
"457","April",2013,"Provoked","AUSTRALIA","Fishing","M","Injured","0700"
"458","April",2013,"Unprovoked","MEXICO","Swimming","F","Injured","0700"
"459","April",2013,"Unprovoked","AUSTRALIA","Fishing","M","Injured","0600"
"460","April",2013,"Unprovoked","USA","Surfing","M","Injured","0600"
"461","April",2013,"Unprovoked","SOUTH AFRICA","Diving","M","Injured","0600"
"462","April",2013,"Unprovoked","USA","Surfing","M","Injured","0600"
"464","April",2013,"Unprovoked","FRENCH POLYNESIA","Surfing","M","Injured","1400"
"465","April",2013,"Unprovoked","USA","Swimming","M","Injured","1230"
"467","April",2013,"Unprovoked","USA","Surfing","M","Injured","1233"
"468","March",2013,"Unprovoked","AUSTRALIA","Surfing","M","Injured","0400"
"469","March",2013,"Unprovoked","SEYCHELLES","Diving","M","Injured","0400"
"470","March",2013,"Unprovoked","BELIZE","Diving","F","Injured","0400"
"471","March",2013,"Unprovoked","BAHAMAS","Fishing","M","Injured","2000"
"472","March",2013,"Provoked","SOUTH AFRICA","Fishing","M","Injured","2000"
"473","March",2013,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","1200"
"474","March",2013,"Unprovoked","JAMAICA","Fishing","M","Fatal","0700"
"475","March",2013,"Unprovoked","AUSTRALIA","Fishing","M","Injured","0700"
"476","March",2013,"Unprovoked","PHILIPPINES","Boating","M","Injured","0700"
"477","March",2013,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1600"
"478","February",2013,"Unprovoked","NEW ZEALAND","Swimming","M","Fatal","1600"
"479","February",2013,"Unprovoked","USA","Surfing","M","Injured","1600"
"480","February",2013,"Unprovoked","USA","Surfing","M","No Injury","1600"
"481","February",2013,"Unprovoked","USA","Surfing","M","Injured","1600"
"482","February",2013,"Unprovoked","FRENCH POLYNESIA","Diving","M","Injured","1400"
"484","January",2013,"Boating","AUSTRALIA","Fishing","M","No Injury","1400"
"485","January",2013,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1400"
"486","January",2013,"Unprovoked","AUSTRALIA","Attempting to approach sharks","M","No Injury","1400"
"487","January",2013,"Unprovoked","USA","Surfing","M","Injured","1400"
"488","January",2013,"Unprovoked","NEW ZEALAND","Fishing","M","Injured","1400"
"489","January",2013,"Unprovoked","AUSTRALIA","Diving","M","Injured","1400"
"490","December",2012,"Unprovoked","USA","Swimming","M","Injured","1400"
"491","December",2012,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","1400"
"492","December",2012,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1400"
"493","December",2012,"Unprovoked","SOUTH AFRICA","Swimming","M","Fatal","1400"
"494","December",2012,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","1400"
"495","December",2012,"Unprovoked","USA","Surfing","M","Injured","1800"
"496","December",2012,"Unprovoked","AUSTRALIA","Fishing","M","Injured","1800"
"497","December",2012,"Unprovoked","NEW ZEALAND","Diving","F","No Injury","1800"
"498","November",2012,"Unprovoked","USA","Diving","M","Injured","1800"
"500","November",2012,"Unprovoked","MEXICO","Swimming","M","Fatal","1100"
"501","November",2012,"Unprovoked","USA","Surfing","M","Injured","1100"
"502","November",2012,"Unprovoked","USA","Diving","M","Injured","1100"
"503","November",2012,"Unprovoked","USA","Surfing","M","No Injury","1100"
"504","October",2012,"Unprovoked","USA","Surfing","M","Injured","1100"
"505","October",2012,"Unprovoked","USA","Swimming","F","Injured","1100"
"506","October",2012,"Unprovoked","USA","Surfing","M","Fatal","1100"
"508","October",2012,"Unprovoked","USA","Surfing","M","Injured","1100"
"509","October",2012,"Unprovoked","USA","Surfing","M","No Injury","1100"
"511","October",2012,"Unprovoked","NIGERIA","Bathing","F","Injured","1100"
"512","October",2012,"Unprovoked","USA","Surfing","M","No Injury","1315"
"513","October",2012,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","1315"
"514","September",2012,"Unprovoked","USA","Surfing","M","Injured","1630"
"515","September",2012,"Unprovoked","USA","Surfing","M","Injured","1400"
"516","September",2012,"Unprovoked","USA","Surfing","M","Injured","1400"
"517","September",2012,"Unprovoked","TONGA","Swimming","F","Injured","1400"
"518","September",2012,"Unprovoked","USA","Surfing","M","Injured","1400"
"519","September",2012,"Unprovoked","USA","Surfing","M","Injured","0730"
"520","September",2012,"Unprovoked","USA","Swimming","M","Injured","1100"
"521","September",2012,"Unprovoked","USA","Surfing","M","Injured","1400"
"522","September",2012,"Unprovoked","USA","Surfing","M","Injured","1400"
"523","September",2012,"Unprovoked","USA","Surfing","M","Injured","1830"
"524","September",2012,"Unprovoked","USA","Surfing","F","Injured","1100"
"525","September",2012,"Provoked","USA","Fishing","M","Injured","1100"
"526","September",2012,"Unprovoked","USA","Swimming","F","Injured","1100"
"527","August",2012,"Provoked","SCOTLAND","Fishing","M","No Injury","2000"
"528","August",2012,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1400"
"529","August",2012,"Unprovoked","BRAZIL","Swimming","M","Fatal","1500"
"530","August",2012,"Unprovoked","USA","Swimming","M","Injured","1645"
"531","August",2012,"Boating","AUSTRALIA","Fishing","M","No Injury","1645"
"532","August",2012,"Unprovoked","USA","Diving","M","Injured","1645"
"533","August",2012,"Unprovoked","REUNION","Surfing","M","Injured","1645"
"534","August",2012,"Unprovoked","FRENCH POLYNESIA","Fishing","M","Injured","1645"
"535","July",2012,"Unprovoked","USA","Surfing","M","No Injury","1645"
"536","July",2012,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1645"
"537","July",2012,"Unprovoked","USA","Surfing","M","Injured","1200"
"538","July",2012,"Unprovoked","USA","Surfing","M","Injured","1200"
"540","July",2012,"Unprovoked","REUNION","Surfing","M","Fatal","2000"
"541","July",2012,"Unprovoked","TRINIDAD & TOBAGO","Swimming","M","Fatal","0100"
"543","July",2012,"Unprovoked","AUSTRALIA","Surfing","M","Fatal","2000"
"544","July",2012,"Unprovoked","USA","Swimming","F","Injured","1400"
"545","July",2012,"Unprovoked","BAHAMAS","Fishing","M","Injured","1400"
"547","July",2012,"Unprovoked","USA","Kayaking","M","No Injury","1400"
"548","July",2012,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1030"
"549","June",2012,"Unprovoked","CROATIA","Swimming","M","Injured","1030"
"550","June",2012,"Unprovoked","USA","Swimming","M","Injured","1030"
"551","June",2012,"Unprovoked","USA","Surfing","M","Injured","1030"
"552","June",2012,"Unprovoked","USA","Sitting","F","Injured","1630"
"553","June",2012,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1630"
"554","June",2012,"Unprovoked","USA","Swimming","M","Injured","1030"
"555","June",2012,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","1030"
"556","June",2012,"Unprovoked","USA","Standing","M","Injured","1430"
"557","June",2012,"Unprovoked","USA","Wading","F","Injured","1330"
"558","June",2012,"Provoked","USA","Fishing","M","Injured","0930"
"559","June",2012,"Unprovoked","USA","Swimming","F","Injured","0930"
"560","June",2012,"Unprovoked","USA","Swimming","M","Injured","700"
"561","June",2012,"Unprovoked","USA","Swimming","M","Injured","700"
"562","June",2012,"Unprovoked","USA","Swimming","M","Injured","700"
"563","June",2012,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1245"
"564","June",2012,"Provoked","ITALY","Attempting to approach sharks","M","Injured","1245"
"565","June",2012,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","0930"
"566","June",2012,"Unprovoked","USA","Surfing","F","Injured","0930"
"567","June",2012,"Unprovoked","USA","Surfing","M","Injured","1400"
"568","May",2012,"Unprovoked","USA","Wading","F","Injured","1400"
"569","May",2012,"Unprovoked","MEXICO","Diving","M","Injured","1400"
"570","May",2012,"Unprovoked","USA","Surfing","M","Injured","1330"
"571","May",2012,"Unprovoked","USA","Fishing","M","No Injury","1630"
"572","May",2012,"Unprovoked","FIJI","Fishing","M","Injured","1430"
"573","May",2012,"Unprovoked","USA","Fishing","M","No Injury","1430"
"574","May",2012,"Unprovoked","USA","Swimming","F","Injured","0700"
"575","May",2012,"Unprovoked","USA","Surfing","F","No Injury","0700"
"576","April",2012,"Unprovoked","USA","Surfing","M","Injured","0700"
"577","April",2012,"Unprovoked","SOUTH AFRICA","Surfing","M","Fatal","0700"
"578","April",2012,"Unprovoked","AUSTRALIA","Kayaking","M","Injured","1100"
"579","April",2012,"Unprovoked","USA","Surfing","M","Injured","1100"
"581","March",2012,"Unprovoked","AUSTRALIA","Diving","M","Fatal","1100"
"582","March",2012,"Unprovoked","USA","Surfing","M","Injured","1430"
"583","March",2012,"Boating","AUSTRALIA","Fishing","M","No Injury","1330"
"584","March",2012,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1330"
"585","March",2012,"Unprovoked","USA","Surfing","M","Injured","1330"
"586","March",2012,"Unprovoked","USA","Surfing","F","Injured","1615"
"587","March",2012,"Unprovoked","USA","Surfing","M","Injured","1615"
"588","March",2012,"Unprovoked","NEW ZEALAND","Surfing","M","Injured","1615"
"589","March",2012,"Provoked","AUSTRALIA","Diving","F","Injured","1615"
"590","March",2012,"Unprovoked","REUNION","Surfing","M","No Injury","1615"
"591","March",2012,"Unprovoked","USA","Surfing","M","Injured","1615"
"592","March",2012,"Unprovoked","SAUDI ARABIA","Surfing","M","No Injury","1615"
"593","March",2012,"Provoked","CHILE","Fishing","M","Injured","1615"
"594","February",2012,"Provoked","USA","Surfing","M","Injured","0700"
"595","February",2012,"Unprovoked","AUSTRALIA","Fishing","M","Injured","0615"
"596","February",2012,"Boating","SOUTH AFRICA","Fishing","M","No Injury","0615"
"597","February",2012,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","1400"
"598","January",2012,"Unprovoked","BAHAMAS","Diving","M","No Injury","1200"
"599","January",2012,"Unprovoked","USA","Diving","M","No Injury","1200"
"600","January",2012,"Unprovoked","AUSTRALIA","Diving","M","Injured","1200"
"601","January",2012,"Provoked","TAIWAN","Fishing","M","Injured","2000"
"602","January",2012,"Unprovoked","AUSTRALIA","Surfing","M","Injured","2000"
"603","January",2012,"Unprovoked","SOUTH AFRICA","Swimming","M","Fatal","1400"
"604","January",2012,"Unprovoked","USA","Surfing","M","No Injury","1400"
"605","January",2012,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1400"
"606","January",2012,"Unprovoked","AUSTRALIA","Fishing","M","No Injury","1400"
"608","December",2011,"Unprovoked","ANTIGUA","Swimming","M","Injured","1430"
"609","December",2011,"Unprovoked","ECUADOR","Surfing","M","Injured","1430"
"610","December",2011,"Unprovoked","USA","Surfing","M","Injured","1800"
"611","December",2011,"Provoked","USA","Canoeing","M","No Injury","1100"
"612","December",2011,"Unprovoked","SOUTH AFRICA","Fishing","M","No Injury","1100"
"613","December",2011,"Unprovoked","AUSTRALIA","Surfing","M","Injured","0900"
"614","December",2011,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","0900"
"615","December",2011,"Unprovoked","AUSTRALIA","Surfing","M","Injured","0900"
"616","December",2011,"Unprovoked","USA","Surfing","F","Injured","0900"
"617","December",2011,"Unprovoked","AUSTRALIA","Fishing","M","Fatal","1445"
"618","December",2011,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1445"
"619","November",2011,"Unprovoked","INDONESIA","Surfing","M","Injured","1500"
"620","November",2011,"Unprovoked","AUSTRALIA","Swimming","M","Injured","1400"
"621","November",2011,"Unprovoked","USA","Kayaking","M","No Injury","1400"
"622","November",2011,"Unprovoked","PAPUA NEW GUINEA","Diving","M","No Injury","1400"
"623","November",2011,"Unprovoked","BRAZIL","Surfing","M","Injured","1400"
"624","November",2011,"Unprovoked","REUNION","Diving","M","Injured","1200"
"625","October",2011,"Unprovoked","USA","Surfing","M","Injured","1200"
"626","October",2011,"Unprovoked","SCOTLAND","Surfing","M","No Injury","1200"
"627","October",2011,"Provoked","SOUTH AFRICA","Diving","M","Injured","2000"
"628","October",2011,"Unprovoked","AUSTRALIA","Diving","M","Fatal","2000"
"629","October",2011,"Unprovoked","USA","Surfing","M","No Injury","1530"
"630","October",2011,"Unprovoked","AUSTRALIA","Diving","M","Injured","1530"
"631","October",2011,"Unprovoked","USA","Surfing","M","Injured","1530"
"632","October",2011,"Unprovoked","USA","Surfing","M","No Injury","2000"
"633","October",2011,"Unprovoked","AUSTRALIA","Swimming","M","Fatal","0900"
"634","October",2011,"Boating","REUNION","Canoeing","M","No Injury","1400"
"635","October",2011,"Unprovoked","USA","Fishing","M","Injured","2000"
"637","September",2011,"Unprovoked","USA","Surfing","M","Injured","0600"
"638","September",2011,"Provoked","DOMINICAN REPUBLIC","Fishing","M","Injured","1445"
"639","September",2011,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1445"
"640","September",2011,"Unprovoked","USA","Fishing","M","Injured","1445"
"641","September",2011,"Unprovoked","USA","Jumping","M","Injured","0730"
"642","September",2011,"Boating","USA","Canoeing","M","No Injury","1100"
"643","September",2011,"Unprovoked","REUNION","Surfing","M","Fatal","2000"
"644","September",2011,"Unprovoked","KENYA","Swimming","M","Fatal","2000"
