"","Month","Year","Type","Country","Activity","Gender","Injury","Time"
"2196","September",1994,"Unprovoked","USA","Swimming","F","Injured","1400"
"2197","September",1994,"Unprovoked","USA","Surfing","M","No Injury","1400"
"2198","September",1994,"Sea Disaster","USA","Adrifting","M","Fatal","1400"
"2199","September",1994,"Unprovoked","USA","Jumping","F","Injured","1100"
"2201","July",1994,"Unprovoked","BRAZIL","Surfing","M","Injured","1100"
"2202","July",1994,"Unprovoked","BRAZIL","Swimming","M","Fatal","1230"
"2203","July",1994,"Unprovoked","REUNION","Surfing","M","Fatal","1230"
"2204","July",1994,"Unprovoked","SOUTH AFRICA","Surfing","M","Fatal","1230"
"2205","July",1994,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1230"
"2206","July",1994,"Unprovoked","BRAZIL","Surfing","M","Injured","1100"
"2207","July",1994,"Unprovoked","USA","Surfing","M","Injured","1100"
"2208","June",1994,"Unprovoked","BAHAMAS","Fishing","M","Injured","1130"
"2209","May",1994,"Unprovoked","USA","Surfing","M","Injured","1100"
"2210","May",1994,"Unprovoked","USA","Surfing","M","Injured","1100"
"2211","May",1994,"Unprovoked","USA","Fishing","M","Injured","1100"
"2212","May",1994,"Unprovoked","USA","Wading","F","Injured","0700"
"2213","May",1994,"Unprovoked","USA","Wading","M","Injured","1915"
"2214","May",1994,"Unprovoked","USA","Surfing","M","Injured","1915"
"2217","April",1994,"Unprovoked","BAHAMAS","Wading","M","Injured","1915"
"2218","April",1994,"Unprovoked","USA","Diving","M","Injured","1915"
"2219","April",1994,"Unprovoked","SOUTH AFRICA","Fishing","M","Fatal","1015"
"2220","March",1994,"Unprovoked","CHILE","Swimming","F","Injured","0800"
"2221","March",1994,"Unprovoked","CHILE","Swimming","M","Injured","0800"
"2222","March",1994,"Provoked","USA","Attempting to approach sharks","M","Injured","1055"
"2223","March",1994,"Unprovoked","BRAZIL","Surfing","M","Injured","1055"
"2224","February",1994,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","0800"
"2225","February",1994,"Unprovoked","USA","Surfing","M","Injured","0800"
"2226","February",1994,"Provoked","USA","Fishing","M","Injured","0800"
"2227","February",1994,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","0800"
"2228","February",1994,"Unprovoked","NEW CALEDONIA","Fishing","M","Fatal","0800"
"2229","January",1994,"Unprovoked","BRAZIL","Swimming","M","Injured","0800"
"2230","January",1994,"Unprovoked","USA","Surfing","M","Fatal","0800"
"2231","January",1994,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","0800"
"2232","January",1994,"Boating","AUSTRALIA","Fishing","M","No Injury","2000"
"2233","January",1994,"Unprovoked","AUSTRALIA","Swimming","M","Injured","2000"
"2234","January",1994,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","2000"
"2235","July",1994,"Unprovoked","HONG KONG","Playing","F","Injured","2030"
"2236","July",1994,"Unprovoked","USA","Surfing","M","Injured","2030"
"2237","December",1993,"Unprovoked","USA","Surfing","M","Fatal","2030"
"2238","November",1993,"Unprovoked","USA","Swimming","M","Injured","1730"
"2239","November",1993,"Unprovoked","AUSTRALIA","Diving","M","Fatal","1730"
"2240","November",1993,"Unprovoked","USA","Surfing","M","Injured","1400"
"2241","November",1993,"Unprovoked","SOMALIA","Standing","M","Fatal","1400"
"2242","October",1993,"Unprovoked","USA","Surfing","M","Injured","1330"
"2243","October",1993,"Unprovoked","USA","Swimming","F","Injured","1700"
"2244","October",1993,"Boating","USA","Kayaking","F","No Injury","0700"
"2245","October",1993,"Unprovoked","USA","Surfing","M","Injured","0700"
"2246","September",1993,"Unprovoked","SOMALIA","Swimming","M","Fatal","0700"
"2247","September",1993,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","0700"
"2248","September",1993,"Unprovoked","EL SALVADOR","Surfing","M","Injured","0700"
"2249","September",1993,"Unprovoked","EL SALVADOR","Surfing","M","Fatal","0700"
"2250","September",1993,"Unprovoked","USA","Wading","M","Injured","0700"
"2252","September",1993,"Unprovoked","SPAIN","Swimming","M","Injured","0830"
"2253","August",1993,"Unprovoked","BAHAMAS","Fishing","M","Injured","2100"
"2254","August",1993,"Unprovoked","USA","Surfing","M","Injured","2100"
"2255","August",1993,"Unprovoked","USA","Surfing","M","Injured","2100"
"2256","August",1993,"Boating","USA","Attempting to approach sharks","M","No Injury","2100"
"2257","August",1993,"Unprovoked","USA","Swimming","F","Injured","2100"
"2258","August",1993,"Boating","AUSTRALIA","Fishing","M","No Injury","1200"
"2259","August",1993,"Unprovoked","USA","Diving","M","Injured","1200"
"2260","August",1993,"Unprovoked","NEW CALEDONIA","Fishing","M","Fatal","1800"
"2261","August",1993,"Boating","EL SALVADOR","Fishing","M","Fatal","1500"
"2262","July",1993,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1500"
"2263","July",1993,"Unprovoked","USA","Playing","F","Injured","0300"
"2264","June",1993,"Unprovoked","BRAZIL","Swimming","M","Fatal","0300"
"2265","June",1993,"Unprovoked","REUNION","Surfing","M","Injured","1400"
"2266","June",1993,"Unprovoked","HONG KONG","Swimming","M","Fatal","1100"
"2267","June",1993,"Unprovoked","MEXICO","Diving","F","Fatal","1100"
"2268","June",1993,"Unprovoked","USA","Surfing","M","Injured","1340"
"2269","June",1993,"Unprovoked","AUSTRALIA","Diving","M","Fatal","1340"
"2270","June",1993,"Unprovoked","AUSTRALIA","Diving","F","Fatal","1340"
"2271","June",1993,"Unprovoked","HONG KONG","Swimming","M","Fatal","1340"
"2272","June",1993,"Unprovoked","USA","Swimming","F","No Injury","1340"
"2274","May",1993,"Unprovoked","SOMALIA","Swimming","F","Fatal","1340"
"2275","April",1993,"Unprovoked","AUSTRALIA","Fishing","M","No Injury","1330"
"2276","March",1993,"Unprovoked","BRAZIL","Surfing","M","Injured","1330"
"2277","March",1993,"Unprovoked","USA","Swimming","M","Injured","1330"
"2279","March",1993,"Unprovoked","USA","Surfing","M","Injured","0840"
"2280","March",1993,"Unprovoked","USA","Diving","M","No Injury","0840"
"2281","March",1993,"Unprovoked","NEW CALEDONIA","Swimming","M","Injured","0840"
"2282","February",1993,"Sea Disaster","TONGA","Air/Sea Disaster","M","Injured","1700"
"2283","February",1993,"Sea Disaster","TONGA","Air/Sea Disaster","M","Injured","1700"
"2284","February",1993,"Provoked","AUSTRALIA","Fishing","M","Injured","1700"
"2285","January",1993,"Unprovoked","BRAZIL","Surfing","M","Injured","1700"
"2286","January",1993,"Unprovoked","AUSTRALIA","Fishing","M","Injured","1250"
"2287","January",1993,"Boating","CARIBBEAN SEA","Others","M","No Injury","1250"
"2288","January",1993,"Unprovoked","USA","Surfing","M","No Injury","1300"
"2289","July",1993,"Unprovoked","ANGOLA","Surfing","M","Injured","1300"
"2291","July",1993,"Unprovoked","TONGA","Fishing","M","Injured","1300"
"2292","July",1993,"Unprovoked","USA","Diving","M","Injured","1300"
"2293","December",1992,"Unprovoked","USA","Fishing","M","Injured","1300"
"2294","December",1992,"Unprovoked","USA","Surfing","M","Injured","1300"
"2295","November",1992,"Unprovoked","USA","Diving","M","Injured","1300"
"2296","November",1992,"Unprovoked","USA","Surfing","M","Injured","1300"
"2297","November",1992,"Unprovoked","USA","Surfing","M","Injured","1300"
"2298","November",1992,"Boating","USA","Kayaking","M","No Injury","1100"
"2299","November",1992,"Unprovoked","FIJI","Diving","M","Injured","1043"
"2300","November",1992,"Unprovoked","USA","Diving","M","Injured","1515"
"2301","November",1992,"Unprovoked","USA","Surfing","M","Injured","1430"
"2302","November",1992,"Unprovoked","USA","Surfing","M","Fatal","1400"
"2303","October",1992,"Unprovoked","USA","Diving","M","Injured","1500"
"2304","October",1992,"Unprovoked","USA","Surfing","M","Injured","1500"
"2305","October",1992,"Unprovoked","AUSTRALIA","Diving","M","Injured","1500"
"2306","October",1992,"Unprovoked","BRAZIL","Surfing","M","Injured","1400"
"2307","October",1992,"Unprovoked","AUSTRALIA","Surfing","M","Fatal","1600"
"2308","September",1992,"Unprovoked","BRAZIL","Surfing","M","Injured","1300"
"2309","September",1992,"Unprovoked","USA","Surfing","M","Injured","1300"
"2310","September",1992,"Unprovoked","USA","Standing","F","Injured","1300"
"2311","September",1992,"Unprovoked","BRAZIL","Swimming","M","Fatal","1300"
"2312","September",1992,"Unprovoked","USA","Fishing","M","Injured","1300"
"2313","August",1992,"Unprovoked","BAHAMAS","Diving","F","Injured","1000"
"2314","August",1992,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1000"
"2315","August",1992,"Unprovoked","USA","Fishing","M","Fatal","1000"
"2316","August",1992,"Unprovoked","USA","Surfing","M","No Injury","1430"
"2317","August",1992,"Provoked","USA","Diving","M","Injured","1430"
"2319","July",1992,"Unprovoked","USA","Fishing","M","Fatal","1434"
"2320","July",1992,"Unprovoked","USA","Standing","F","Injured","1525"
"2321","July",1992,"Unprovoked","BRAZIL","Surfing","M","Injured","1455"
"2322","July",1992,"Unprovoked","BRAZIL","Surfing","M","Injured","0600"
"2323","June",1992,"Unprovoked","BRAZIL","Swimming","M","Fatal","1730"
"2324","June",1992,"Unprovoked","REUNION","Surfing","M","Fatal","1500"
"2325","June",1992,"Unprovoked","VANUATU","Swimming","F","Injured","1130"
"2326","June",1992,"Boating","JAPAN","Fishing","M","No Injury","0830"
"2327","June",1992,"Unprovoked","REUNION","Diving","M","Injured","1600"
"2328","May",1992,"Unprovoked","USA","Diving","M","Fatal","1545"
"2329","May",1992,"Unprovoked","REUNION","Surfing","M","Fatal","1200"
"2330","May",1992,"Unprovoked","MEXICO","Diving","M","Injured","1800"
"2331","April",1992,"Unprovoked","NEW ZEALAND","Diving","M","Injured","1746"
"2332","April",1992,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1100"
"2333","March",1992,"Unprovoked","USA","Surfing","F","Injured","1320"
"2334","March",1992,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1549"
"2335","March",1992,"Unprovoked","JAPAN","Diving","M","Fatal","1730"
"2336","March",1992,"Boating","JAPAN","Fishing","M","No Injury","1100"
"2337","March",1992,"Unprovoked","USA","Surfing","M","Injured","1100"
"2338","February",1992,"Unprovoked","USA","Surfing","M","Fatal","1100"
"2339","February",1992,"Unprovoked","JAPAN","Diving","M","No Injury","1100"
"2341","January",1992,"Unprovoked","REUNION","Fishing","M","Injured","1100"
"2342","January",1992,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1330"
"2343","January",1992,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1400"
"2344","January",1992,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1130"
"2345","January",1992,"Unprovoked","MAURITIUS","Fishing","M","Injured","0930"
"2349","December",1991,"Unprovoked","USA","Diving","M","No Injury","1100"
"2350","November",1991,"Unprovoked","USA","Diving","F","Fatal","1100"
"2351","November",1991,"Unprovoked","USA","Diving","F","Injured","1400"
"2352","November",1991,"Unprovoked","USA","Fishing","M","Fatal","1100"
"2353","November",1991,"Provoked","USA","Fishing","M","Injured","1100"
"2354","November",1991,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1100"
"2355","October",1991,"Unprovoked","USA","Surfing","M","Injured","1100"
"2356","October",1991,"Unprovoked","USA","Surfing","M","Injured","1400"
"2357","September",1991,"Unprovoked","BAHAMAS","Fishing","M","Fatal","1450"
"2358","September",1991,"Unprovoked","AUSTRALIA","Diving","M","Fatal","1430"
"2359","August",1991,"Provoked","AUSTRALIA","Attempting to approach sharks","M","Injured","1350"
"2360","August",1991,"Unprovoked","USA","Swimming","M","Injured","1920"
"2361","August",1991,"Unprovoked","USA","Wading","F","Injured","1130"
"2362","August",1991,"Provoked","USA","Fishing","M","Injured","1100"
"2363","July",1991,"Boating","ITALY","Canoeing","F","No Injury","1620"
"2364","July",1991,"Unprovoked","USA","Diving","M","Injured","1025"
"2365","July",1991,"Unprovoked","USA","Fishing","M","Injured","1300"
"2366","July",1991,"Unprovoked","USA","Swimming","M","Injured","1000"
"2367","July",1991,"Unprovoked","REUNION","Surfing","M","Injured","0830"
"2368","July",1991,"Unprovoked","USA","Surfing","M","Injured","1620"
"2369","July",1991,"Unprovoked","USA","Surfing","M","Injured","1045"
"2371","June",1991,"Unprovoked","HONG KONG","Fishing","M","Fatal","1645"
"2372","June",1991,"Unprovoked","USA","Surfing","M","Injured","1552"
"2373","June",1991,"Unprovoked","USA","Boating","M","Injured","1230"
"2374","June",1991,"Unprovoked","HONG KONG","Swimming","F","Fatal","0730"
"2375","May",1991,"Unprovoked","USA","Surfing","M","Injured","1900"
"2376","May",1991,"Unprovoked","SOUTH AFRICA","Diving","M","No Injury","1500"
"2377","April",1991,"Provoked","BRAZIL","Fishing","M","Injured","1730"
"2378","April",1991,"Provoked","USA","Diving","M","Injured","1440"
"2379","April",1991,"Unprovoked","USA","Surfing","M","Injured","1025"
"2380","April",1991,"Unprovoked","USA","Surfing","M","Injured","1000"
"2381","March",1991,"Unprovoked","AUSTRALIA","Diving","M","Injured","1230"
"2382","February",1991,"Unprovoked","USA","Surfing","M","Injured","1530"
"2383","February",1991,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","0730"
"2384","January",1991,"Unprovoked","AUSTRALIA","Swimming","M","Injured","0800"
"2385","January",1991,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","1900"
"2386","January",1991,"Unprovoked","AUSTRALIA","Boating","M","Injured","1010"
"2388","November",1990,"Unprovoked","AUSTRALIA","Swimming","M","Injured","0845"
"2389","November",1990,"Unprovoked","USA","Diving","F","Injured","0845"
"2390","November",1990,"Unprovoked","USA","Surfing","M","Injured","1210"
"2391","October",1990,"Unprovoked","USA","Surfing","M","Injured","1210"
"2392","October",1990,"Unprovoked","USA","Surfing","M","Injured","1805"
"2393","October",1990,"Unprovoked","AUSTRALIA","Swimming","M","Injured","1600"
"2394","October",1990,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1930"
"2395","October",1990,"Unprovoked","USA","Surfing","M","Injured","1100"
"2396","October",1990,"Unprovoked","USA","Surfing","M","No Injury","1141"
"2397","October",1990,"Unprovoked","USA","Surfing","M","Injured","1225"
"2398","September",1990,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1300"
"2399","September",1990,"Unprovoked","USA","Diving","M","Injured","1300"
"2400","September",1990,"Boating","USA","Kayaking","M","No Injury","1751"
"2401","August",1990,"Unprovoked","USA","Diving","M","Fatal","1612"
"2402","August",1990,"Unprovoked","USA","Surfing","M","Injured","1245"
"2403","August",1990,"Unprovoked","USA","Surfing","M","Injured","1050"
"2404","August",1990,"Unprovoked","USA","Fishing","M","Injured","1500"
"2405","July",1990,"Unprovoked","USA","Wading","F","Injured","1500"
"2406","July",1990,"Unprovoked","USA","Surfing","M","Injured","1345"
"2407","June",1990,"Unprovoked","SOUTH AFRICA","Diving","F","Fatal","1030"
"2408","June",1990,"Unprovoked","BAHAMAS","Fishing","M","Injured","1030"
"2409","May",1990,"Provoked","SOUTH AFRICA","Fishing","M","No Injury","1500"
"2410","May",1990,"Unprovoked","AUSTRALIA","Diving","F","Injured","0900"
"2411","May",1990,"Unprovoked","AUSTRALIA","Diving","M","Injured","1630"
"2412","May",1990,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1400"
"2413","April",1990,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1400"
"2414","April",1990,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1145"
"2415","April",1990,"Unprovoked","AUSTRALIA","Diving","M","Fatal","0330"
"2416","April",1990,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","2000"
"2417","April",1990,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","2000"
"2418","April",1990,"Unprovoked","USA","Surfing","M","Injured","1130"
"2419","March",1990,"Unprovoked","FIJI","Swimming","M","Injured","1300"
"2420","March",1990,"Unprovoked","REUNION","Surfing","M","Injured","1330"
"2421","February",1990,"Unprovoked","USA","Diving","M","Fatal","1630"
"2422","February",1990,"Unprovoked","USA","Boating","M","Injured","1100"
"2423","January",1990,"Unprovoked","USA","Surfing","M","No Injury","1000"
"2425","December",1989,"Provoked","USA","Fishing","M","Injured","0800"
"2427","December",1989,"Unprovoked","AUSTRALIA","Swimming","M","Fatal","1115"
"2428","November",1989,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1115"
"2429","November",1989,"Unprovoked","SOUTH AFRICA","Diving","M","Fatal","1530"
"2430","November",1989,"Unprovoked","USA","Wading","M","Fatal","1530"
"2431","November",1989,"Unprovoked","AUSTRALIA","Swimming","M","Injured","1400"
"2432","October",1989,"Unprovoked","AUSTRALIA","Swimming","F","Injured","1130"
"2433","October",1989,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","1100"
"2434","October",1989,"Unprovoked","USA","Diving","M","Fatal","1400"
"2435","October",1989,"Unprovoked","USA","Surfing","M","Injured","1130"
"2436","October",1989,"Unprovoked","USA","Diving","M","Fatal","1730"
"2438","September",1989,"Unprovoked","SOUTH AFRICA","Diving","M","Injured","1130"
"2439","September",1989,"Provoked","USA","Fishing","M","Injured","1300"
"2440","September",1989,"Boating","USA","Attempting to approach sharks","M","No Injury","1800"
"2441","September",1989,"Unprovoked","USA","Diving","M","Injured","2000"
"2442","September",1989,"Unprovoked","USA","Surfing","M","Fatal","1640"
"2443","September",1989,"Provoked","USA","Filming","M","Injured","1500"
"2444","August",1989,"Provoked","AUSTRALIA","Fishing","M","Injured","1500"
"2445","August",1989,"Unprovoked","USA","Swimming","M","Injured","1500"
"2446","August",1989,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1500"
"2447","August",1989,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","1110"
"2448","August",1989,"Unprovoked","BAHAMAS","Fishing","F","Injured","1110"
"2449","August",1989,"Provoked","AUSTRALIA","Fishing","M","Injured","1110"
"2450","July",1969,"Unprovoked","BERMUDA","Diving","M","Fatal","1330"
"2451","July",1989,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1400"
"2452","July",1989,"Unprovoked","REUNION","Surfing","M","Fatal","1400"
"2453","July",1989,"Unprovoked","USA","Surfing","M","Injured","1300"
"2454","July",1989,"Unprovoked","USA","Playing","F","Injured","1300"
"2455","June",1989,"Unprovoked","USA","Surfing","M","Injured","1300"
"2456","June",1989,"Unprovoked","USA","Fishing","M","Injured","1400"
"2457","June",1989,"Unprovoked","ITALY","Surfing","M","Injured","1400"
"2458","June",1989,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","1750"
"2459","June",1989,"Unprovoked","SOUTH AFRICA","Diving","M","Injured","1430"
"2461","April",1989,"Unprovoked","USA","Swimming","M","Injured","1400"
"2462","April",1989,"Unprovoked","USA","Surfing","M","Injured","1400"
"2464","April",1989,"Unprovoked","USA","Surfing","M","Injured","0930"
"2465","April",1989,"Unprovoked","USA","Surfing","M","Injured","0700"
"2466","March",1989,"Unprovoked","AUSTRALIA","Surfing","M","Fatal","1815"
"2467","March",1989,"Boating","AUSTRALIA","Kayaking","M","No Injury","1700"
"2468","February",1989,"Provoked","SOUTH AFRICA","Fishing","M","Injured","1400"
"2469","February",1989,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1330"
"2470","February",1989,"Unprovoked","ITALY","Diving","M","Fatal","1130"
"2472","January",1989,"Unprovoked","USA","Kayaking","F","Fatal","1130"
"2473","January",1989,"Unprovoked","USA","Surfing","M","Injured","1100"
"2474","January",1989,"Unprovoked","SOUTH AFRICA","Others","M","Injured","1500"
"2475","January",1989,"Unprovoked","USA","Swimming","M","Fatal","1500"
"2476","January",1989,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1500"
"2477","July",1989,"Unprovoked","PAPUA NEW GUINEA","Diving","F","Injured","1500"
"2478","July",1989,"Unprovoked","USA","Fishing","M","No Injury","1530"
"2479","December",1988,"Unprovoked","CHILE","Diving","M","Fatal","0957"
"2480","November",1988,"Sea Disaster","AUSTRALIA","Adrifting","M","Fatal","1350"
"2481","November",1988,"Sea Disaster","AUSTRALIA","Adrifting","M","Fatal","1330"
"2482","October",1988,"Sea Disaster","PHILIPPINES","Others","M","Fatal","0800"
"2483","October",1988,"Unprovoked","USA","Surfing","M","Injured","0800"
"2484","October",1988,"Unprovoked","AUSTRALIA","Surfing","M","Injured","0800"
"2485","October",1988,"Unprovoked","USA","Surfing","M","Injured","0800"
"2486","October",1988,"Unprovoked","USA","Surfing","M","Injured","1430"
"2487","October",1988,"Unprovoked","USA","Surfing","M","Injured","0900"
"2488","October",1988,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1300"
"2489","October",1988,"Unprovoked","USA","Wading","F","Injured","1030"
"2490","September",1988,"Unprovoked","USA","Surfing","M","Injured","1400"
"2491","September",1988,"Unprovoked","USA","Wading","F","Injured","1519"
"2492","September",1988,"Unprovoked","USA","Diving","M","Fatal","1519"
"2493","August",1988,"Provoked","USA","Diving","M","Injured","1555"
"2496","August",1988,"Unprovoked","USA","Surfing","M","Injured","1100"
"2497","July",1988,"Unprovoked","BAHAMAS","Diving","M","Injured","1400"
"2498","July",1988,"Unprovoked","BAHAMAS","Fishing","M","Injured","0845"
"2499","July",1988,"Unprovoked","BAHAMAS","Diving","M","Injured","1530"
"2500","July",1988,"Unprovoked","USA","Swimming","F","Injured","1000"
"2501","July",1988,"Unprovoked","USA","Surfing","M","Injured","1030"
"2502","July",1988,"Unprovoked","BAHAMAS","Diving","M","Injured","1300"
"2503","July",1988,"Unprovoked","BAHAMAS","Fishing","M","Injured","1100"
"2504","June",1988,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1530"
"2505","June",1988,"Unprovoked","USA","Diving","M","Injured","1300"
"2506","June",1988,"Unprovoked","USA","Sitting","M","Injured","1600"
"2507","June",1988,"Unprovoked","USA","Swimming","M","Injured","1600"
"2508","June",1988,"Unprovoked","USA","Surfing","M","Injured","1300"
"2509","May",1988,"Unprovoked","SOUTH KOREA","Diving","F","Fatal","1200"
"2510","May",1988,"Unprovoked","USA","Surfing","M","Injured","2300"
"2511","May",1988,"Unprovoked","USA","Swimming","M","Injured","1700"
"2512","April",1988,"Unprovoked","REUNION","Others","M","Fatal","1700"
"2513","April",1988,"Unprovoked","USA","Surfing","M","No Injury","1300"
"2514","April",1988,"Unprovoked","USA","Swimming","M","Injured","1240"
"2515","April",1988,"Unprovoked","USA","Boating","M","Fatal","1630"
"2516","April",1988,"Unprovoked","USA","Surfing","M","Injured","1355"
"2517","April",1988,"Unprovoked","USA","Surfing","M","Injured","1730"
"2519","March",1988,"Unprovoked","USA","Standing","F","Injured","1500"
"2520","March",1988,"Unprovoked","USA","Surfing","M","Injured","0845"
"2521","March",1988,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1410"
"2522","March",1988,"Unprovoked","REUNION","Surfing","M","Injured","1410"
"2524","February",1988,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1430"
"2525","February",1988,"Unprovoked","SOUTH AFRICA","Surfing","F","Injured","1520"
"2526","February",1988,"Boating","AUSTRALIA","Fishing","M","No Injury","1520"
"2527","February",1988,"Unprovoked","Fiji","Diving","M","Injured","1530"
"2528","January",1988,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1245"
"2529","January",1988,"Unprovoked","AUSTRALIA","Fishing","M","Fatal","1245"
"2530","January",1988,"Provoked","USA","Fishing","M","Injured","1250"
"2531","January",1988,"Provoked","SOUTH AFRICA","Attempting to approach sharks","M","Injured","1445"
"2532","January",1988,"Provoked","SOUTH AFRICA","Attempting to approach sharks","M","No Injury","1400"
"2533","July",1988,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1400"
"2534","December",1987,"Sea Disaster","PHILIPPINES","Boating","M","Fatal","1400"
"2535","December",1987,"Unprovoked","USA","Surfing","M","Injured","1400"
"2537","November",1987,"Unprovoked","USA","Surfing","M","Injured","1400"
"2539","October",1987,"Unprovoked","USA","Surfing","M","Injured","1115"
"2540","October",1987,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1115"
"2541","October",1987,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1030"
"2542","October",1987,"Sea Disaster","DOMINICAN REPUBLIC","Others","M","Fatal","1330"
"2543","September",1987,"Unprovoked","AUSTRALIA","Diving","M","Fatal","0830"
"2544","September",1987,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","0830"
"2545","August",1987,"Unprovoked","USA","Wading","M","Injured","1800"
"2546","August",1987,"Unprovoked","USA","Surfing","M","Injured","1800"
"2547","July",1987,"Unprovoked","USA","Surfing","M","Injured","1400"
"2548","July",1987,"Unprovoked","USA","Surfing","F","Injured","1630"
"2549","July",1987,"Unprovoked","USA","Wading","F","Injured","1400"
"2550","July",1987,"Boating","USA","Others","M","No Injury","1320"
"2551","July",1987,"Unprovoked","BAHAMAS","Diving","M","Injured","0940"
"2552","July",1987,"Unprovoked","BAHAMAS","Fishing","M","Injured","1730"
"2553","June",1987,"Provoked","USA","Fishing","M","Injured","0830"
"2555","May",1987,"Unprovoked","USA","Surfing","M","Injured","0810"
"2556","May",1987,"Provoked","AUSTRALIA","Fishing","M","Injured","1200"
"2557","April",1987,"Unprovoked","SOUTH AFRICA","Fishing","M","Fatal","1556"
"2558","April",1987,"Unprovoked","USA","Swimming","F","Injured","1100"
"2559","April",1987,"Unprovoked","USA","Boating","M","Fatal","1030"
"2560","April",1987,"Unprovoked","VANUATU","Swimming","M","Fatal","0730"
"2561","March",1987,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1830"
"2563","February",1987,"Unprovoked","USA","Surfing","M","Injured","1630"
"2564","February",1987,"Sea Disaster","SOLOMON ISLANDS","Others","M","Fatal","1400"
"2565","January",1987,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1500"
"2566","January",1987,"Unprovoked","AUSTRALIA","Swimming","M","Injured","1420"
"2567","July",1987,"Unprovoked","MONTENEGRO","Jumping","M","Fatal","1200"
"2568","July",1987,"Boating","ITALY","Boating","M","No Injury","1400"
"2569","December",1986,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1000"
"2570","December",1986,"Unprovoked","SOUTH AFRICA","Surfing","M","Fatal","1130"
"2571","December",1986,"Unprovoked","USA","Surfing","M","Injured","0756"
"2572","December",1986,"Unprovoked","BAHAMAS","Adrifting","M","No Injury","1830"
"2573","December",1986,"Unprovoked","USA","Diving","M","Injured","1200"
"2574","December",1986,"Unprovoked","SOUTH AFRICA","Fishing","M","No Injury","1630"
"2575","December",1986,"Unprovoked","NEW CALEDONIA","Fishing","M","Injured","1600"
"2576","November",1986,"Unprovoked","USA","Surfing","M","Injured","1600"
"2577","November",1986,"Unprovoked","USA","Surfing","M","Injured","0645"
"2578","November",1986,"Unprovoked","USA","Surfing","M","Injured","1635"
"2579","October",1986,"Provoked","SOUTH AFRICA","Others","M","Injured","1530"
"2580","October",1986,"Unprovoked","USA","Swimming","F","Injured","1730"
"2581","October",1986,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","0830"
"2583","October",1986,"Unprovoked","USA","Surfing","M","Injured","1900"
"2585","September",1986,"Unprovoked","USA","Surfing","M","Injured","1500"
"2586","September",1986,"Unprovoked","USA","Surfing","M","Injured","0945"
"2587","August",1986,"Unprovoked","USA","Surfing","M","Injured","1630"
"2588","August",1986,"Unprovoked","SOUTH AFRICA","Fishing","M","No Injury","1100"
"2589","August",1986,"Unprovoked","AUSTRALIA","Diving","F","Injured","1100"
"2591","July",1986,"Boating","AUSTRALIA","Fishing","M","No Injury","1420"
"2593","July",1986,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1400"
"2594","May",1986,"Unprovoked","AUSTRALIA","Diving","M","Injured","1400"
"2595","May",1986,"Unprovoked","SOUTH KOREA","Diving","M","Fatal","1400"
